-1.950266484903121045e+00,-1.056344465851310144e+00,-3.479712261974095000e+00,2.816138727773779493e+00,2.782203408866710248e+00
-1.483355593776510606e+00,8.650054447164186033e-01,-2.451926107452575110e+00,2.093897641943917254e+00,1.768727068931457813e+00
3.316832551258965811e-01,2.254873075492499712e+00,-4.504242577514687706e-01,1.357809214955457922e+00,9.830256377119845901e-01
-3.258117112111409419e+00,-6.832909592089109196e-02,-3.334124058461199525e+00,2.942936995429993541e+00,3.901748562918538887e+00
5.684012856683147152e-01,2.576629322065810079e+00,-2.897156469242654353e-01,1.789967143063657229e+00,3.008258439695421504e-01
-9.843957922206756361e-01,9.486567683490367831e-01,-1.737012391219870722e+00,1.864932573835587082e+00,1.583589746626263395e+00
-7.240001256379471339e-01,7.865879391049767078e-01,-5.709103933727435187e-01,1.471297409884195773e-01,9.458718782404400560e-01
-6.119989794486270229e-01,1.037734757210120762e+00,-7.271116540614372958e-01,7.039801075381424411e-01,1.578330597828815351e+00
-2.161415203933838125e+00,5.238567466391385041e-01,-2.168012971738282335e+00,2.451270664951341161e+00,2.168838378968258152e+00
-3.404560215403790169e-01,1.021311658235512621e+00,-1.464419586673473272e+00,3.285582932822129987e+00,1.660707842430066528e+00
-1.895336044210916393e+00,-3.565196704559490115e-01,-2.297529406441556787e+00,2.911363352392638326e+00,2.964271854462611433e+00
-1.594112386802133186e+00,1.834152027008584263e-01,-2.376341414548330810e+00,1.774197000470491670e+00,2.428503077596015913e+00
-2.584459963147081041e+00,-7.327710394035968910e-02,-2.616841470341182863e+00,3.373928076205771731e+00,2.550151533399942494e+00
-1.616604339958115144e+00,-1.108720048223327259e-01,-2.842199882345642692e+00,2.615382131923476461e+00,2.451914312643829419e+00
-1.825818588495677686e+00,-4.168521456986200580e-01,-2.777743988112627349e+00,2.861869726098943190e+00,2.927592768931240208e+00
-1.352282444748177159e+00,-5.478280612183863418e-01,-3.319600902253452723e+00,2.946884524528282867e+00,2.709258002325924064e+00
