-3.122534156603469224e+00,-4.467757902007061244e-01,-5.317305570002665682e+00,5.082338923727871105e+00,4.503876323752750821e+00
-2.655623265476859007e+00,1.474574120367022623e+00,-4.289519415481145792e+00,4.360097837898008422e+00,3.490399983817498608e+00
-8.405844165744515983e-01,2.864441751143103509e+00,-2.288017565780038787e+00,3.624009410909549089e+00,2.704698552598025607e+00
-4.430384783811757821e+00,5.412395797297129274e-01,-5.171717366489769319e+00,5.209137191384084709e+00,5.623421477804579460e+00
-6.038663860320334642e-01,3.186197997716414321e+00,-2.127308954952835673e+00,4.056167339017748397e+00,2.022498758855582945e+00
-2.156663463921023816e+00,1.558225443999640802e+00,-3.574605699248440960e+00,4.131132769789678250e+00,3.305262661512303968e+00
-1.896267797338295313e+00,1.396156614755580616e+00,-2.408503701401313535e+00,2.413329936942510745e+00,2.667544793126480851e+00
-1.784266651148975313e+00,1.647303432860724559e+00,-2.564704962090007534e+00,2.970180303492233609e+00,3.300003512714856146e+00
-3.333682875634186082e+00,1.133425422289742635e+00,-4.005606279766852573e+00,4.717470860905432772e+00,3.890511293854298724e+00
-1.512723693240727307e+00,1.630880333886116640e+00,-3.302012894702043511e+00,5.551783128776221155e+00,3.382380757316107101e+00
-3.067603715911264572e+00,2.530490051946550079e-01,-4.135122714470127470e+00,5.177563548346729938e+00,4.685944769348652450e+00
-2.766380058502481365e+00,7.929838783514624456e-01,-4.213934722576900604e+00,4.040397196424582837e+00,4.150175992482056486e+00
-3.756727634847429442e+00,5.362915717102443303e-01,-4.454434778369752657e+00,5.640128272159863343e+00,4.271824448285983067e+00
-2.788872011658463546e+00,4.986966708282712935e-01,-4.679793190374213374e+00,4.881582327877567629e+00,4.173587227529869992e+00
-2.998086260196025865e+00,1.927165299519839614e-01,-4.615337296141197143e+00,5.128069922053034801e+00,4.649265683817280781e+00
-2.524550116448525117e+00,6.174061443221767753e-02,-5.157194210282023406e+00,5.213084720482374479e+00,4.430930917211965081e+00
-3.151190198255973574e+00,8.168995443664187617e-01,-4.151472564028165557e+00,3.978326139218990587e+00,3.290173491007978068e+00
-3.034397917474702666e+00,7.863270122446739396e-01,-3.874588772923676316e+00,4.188605346786770767e+00,4.394069203965934811e+00
-2.467752236196654625e+00,7.627937018858048646e-01,-3.853647219191436601e+00,5.911394937812445960e+00,2.913305418388718149e+00
-2.639128129670328171e+00,3.096018707478069842e-01,-4.105551734704717681e+00,6.108407740011564613e+00,3.522790714434473891e+00
-1.936213850889234367e+00,2.057240904244477697e+00,-3.543141523782496805e+00,4.256662381015018148e+00,2.658676631410581859e+00
-1.368900649828216576e+00,1.514823081000510330e+00,-2.344900674627246495e+00,4.674993152706974797e+00,1.439510404705781621e+00
-1.005573902153501065e+00,8.114020428073500657e-01,-2.966363702569084992e+00,3.155963331738997901e+00,3.058343154034371292e+00
-2.316070090298247841e+00,2.634126565373113849e-01,-4.291953335487882271e+00,3.446923572234282585e+00,3.734201823013671984e+00
-1.443576518211532100e+00,1.542098591476535496e+00,-3.746852224339587867e+00,3.450455909423278733e+00,3.108046221792190700e+00
-2.555937417668062484e+00,-1.312088935845379112e-02,-3.825627335366933668e+00,5.704174700286964494e+00,4.028880852688702774e+00
-4.113932989769795157e-01,2.946406598255000286e+00,-1.670015310684100918e+00,4.051881326240381220e+00,2.079759413603810891e+00
